file_name,actor,duration_sec,hr_bpm,rmssd_ms,baseline_blink_rate,brow_ratio,head_jitter,pitch_mean_hz,pitch_std_hz,speech_blink_rate,hrv_subscore,voice_subscore,behavior_subscore,overall_stress_index
01-01-02-02-01-01-04.mp4,Actor_04,3.97,75.6,81.7,45.33,0.2188,141.444,243.7,39.0,45.33,0.0,71.8,60.6,39.72
01-01-02-02-01-02-04.mp4,Actor_04,3.8,110.4,45.0,63.09,0.2159,125.7767,313.5,130.5,63.09,58.33,100.0,62.05,71.95
01-01-01-01-01-01-05.mp4,Actor_05,3.6,116.6,100.1,0.0,0.2048,122.779,127.7,15.0,0.0,0.0,36.2,7.6,13.14
01-01-01-01-01-02-05.mp4,Actor_05,3.64,82.5,150.0,0.0,0.2112,127.5909,744.8,769.0,0.0,0.0,96.4,4.4,30.24
01-01-01-01-02-01-05.mp4,Actor_05,3.1,116.0,33.4,0.0,0.2064,117.9464,818.4,749.8,0.0,77.67,100.0,6.8,63.11
01-01-01-01-02-02-05.mp4,Actor_05,3.6,66.6,47.2,0.0,0.204,124.412,108.9,16.4,0.0,54.67,41.5,8.0,36.72
01-01-02-01-01-01-05.mp4,Actor_05,4.04,89.2,0.0,89.17,0.2043,143.4106,112.4,11.5,89.17,100.0,32.3,67.85,70.04
01-01-02-01-01-02-05.mp4,Actor_05,4.1,73.1,150.0,73.1,0.1948,156.1592,107.5,8.3,73.1,0.0,34.4,72.6,32.1
01-01-02-01-02-01-05.mp4,Actor_05,4.14,58.0,63.9,72.51,0.1981,147.2661,120.9,8.5,72.51,26.83,35.9,70.95,42.79
01-01-02-01-02-02-05.mp4,Actor_05,4.24,127.4,94.4,70.8,0.2017,136.9213,113.1,16.0,70.8,0.0,42.1,69.15,33.38
01-01-02-02-01-01-05.mp4,Actor_05,4.74,114.0,103.7,63.32,0.1947,144.2584,114.1,16.6,63.32,0.0,40.7,72.65,34.01
01-01-02-02-01-02-05.mp4,Actor_05,4.5,119.9,57.8,39.96,0.2014,148.0574,114.4,16.7,39.96,37.0,42.6,69.3,48.37
01-01-01-01-01-01-06.mp4,Actor_06,3.3,72.7,33.4,18.16,0.2041,113.215,242.6,40.8,18.16,77.67,91.6,21.82,65.09
01-01-01-01-01-02-06.mp4,Actor_06,3.57,134.4,33.4,0.0,0.2056,111.68,215.2,36.1,0.0,77.67,82.3,7.2,57.92
01-01-01-01-02-01-06.mp4,Actor_06,3.37,89.0,100.1,0.0,0.2049,103.965,221.6,33.9,0.0,0.0,76.7,7.55,25.28
01-01-01-01-02-02-06.mp4,Actor_06,3.4,123.4,127.1,0.0,0.2059,107.3165,207.2,32.2,0.0,0.0,73.3,7.05,24.1
01-01-02-01-01-01-06.mp4,Actor_06,4.0,134.9,45.0,14.99,0.1996,127.9471,201.5,22.0,14.99,58.33,43.7,13.5,40.49
01-01-02-01-01-02-06.mp4,Actor_06,4.07,103.2,118.0,44.22,0.2001,134.7995,486.5,622.1,44.22,0.0,92.6,69.95,48.77
01-01-02-01-02-01-06.mp4,Actor_06,3.94,61.0,150.0,30.48,0.2006,126.8051,202.1,18.0,30.48,0.0,40.1,64.63,31.42
01-01-02-01-02-02-06.mp4,Actor_06,4.17,86.3,90.4,28.77,0.1999,95.3861,615.9,731.2,28.77,0.0,100.0,59.28,47.78
01-01-02-02-01-01-06.mp4,Actor_06,4.47,107.4,132.4,26.84,0.2,127.4979,725.9,803.3,26.84,0.0,100.0,52.8,45.84
01-01-02-02-01-02-06.mp4,Actor_06,4.6,91.2,133.5,13.03,0.1997,123.678,200.2,27.2,13.03,0.0,64.3,10.15,22.34
01-01-01-01-01-01-07.mp4,Actor_07,3.9,138.3,0.0,15.37,0.2063,115.8483,377.8,611.7,15.37,100.0,100.0,11.42,73.42
01-01-01-01-01-02-07.mp4,Actor_07,3.8,126.2,74.6,15.77,0.2059,120.8295,121.5,27.8,15.77,9.0,65.6,12.95,27.17
01-01-01-01-02-01-07.mp4,Actor_07,3.77,79.6,0.0,31.83,0.2049,114.3962,125.7,28.1,31.83,100.0,66.2,66.98,79.95
01-01-01-01-02-02-07.mp4,Actor_07,3.74,112.4,23.6,0.0,0.2064,117.4866,450.2,701.5,0.0,94.0,100.0,6.8,69.64
01-01-02-01-01-01-07.mp4,Actor_07,3.47,69.2,45.0,34.58,0.2072,123.548,102.5,25.6,34.58,58.33,47.1,66.4,57.38
01-01-02-01-01-02-07.mp4,Actor_07,3.74,80.3,98.2,64.22,0.2012,129.6208,99.5,12.8,64.22,0.0,22.3,69.4,27.51
01-01-02-01-02-01-07.mp4,Actor_07,3.5,85.6,74.6,17.13,0.2105,137.1565,114.8,20.7,17.13,9.0,41.9,15.18,20.73
01-01-02-01-02-02-07.mp4,Actor_07,3.54,101.8,45.0,0.0,0.2071,121.4175,559.5,752.6,0.0,58.33,98.6,6.45,54.85
01-01-02-02-01-01-07.mp4,Actor_07,4.0,119.9,53.8,149.85,0.2088,137.8426,451.0,698.2,149.85,43.67,100.0,65.6,67.15
01-01-02-02-01-02-07.mp4,Actor_07,3.87,93.0,84.0,108.51,0.2025,135.259,574.8,740.8,108.51,0.0,100.0,68.75,50.62
01-01-01-01-01-01-08.mp4,Actor_08,3.5,68.5,66.7,51.38,0.2327,118.6997,208.2,26.9,51.38,22.17,61.5,60.0,45.32
01-01-01-01-01-02-08.mp4,Actor_08,3.64,115.5,0.0,16.5,0.2318,114.8629,185.8,51.7,16.5,100.0,95.9,8.33,71.27
01-01-01-01-02-01-08.mp4,Actor_08,3.54,118.7,112.3,50.89,0.2331,117.341,202.1,21.7,50.89,0.0,53.4,60.0,34.02
01-01-01-01-02-02-08.mp4,Actor_08,3.5,119.9,23.6,68.5,0.2338,120.3045,169.5,53.4,68.5,94.0,93.7,60.0,83.71
01-01-02-01-01-01-08.mp4,Actor_08,3.6,133.2,43.1,66.6,0.231,99.164,189.9,47.1,66.6,61.5,98.7,60.0,72.21
01-01-02-01-01-02-08.mp4,Actor_08,3.4,141.0,55.3,52.89,0.2395,98.5742,210.2,19.1,52.89,41.17,44.7,60.0,47.88
01-01-02-01-02-01-08.mp4,Actor_08,3.47,51.9,33.4,34.58,0.2349,103.9886,186.3,34.6,34.58,77.67,77.0,60.0,72.17
01-01-02-01-02-02-08.mp4,Actor_08,3.47,69.2,45.0,69.16,0.2358,121.5204,168.2,63.0,69.16,58.33,96.0,60.0,70.13
01-01-02-02-01-01-08.mp4,Actor_08,3.64,115.5,43.1,16.5,0.2302,122.2092,174.4,56.9,16.5,61.5,100.0,8.33,57.1
01-01-02-02-01-02-08.mp4,Actor_08,3.74,112.4,100.1,32.11,0.2266,125.0309,201.2,15.8,32.11,0.0,40.2,60.0,30.06
01-01-01-01-01-01-09.mp4,Actor_09,3.24,74.2,150.0,18.54,0.2009,136.7383,85.4,14.0,18.54,0.0,15.9,24.68,12.17
01-01-01-01-01-02-09.mp4,Actor_09,3.17,75.7,100.1,0.0,0.1996,130.1496,87.0,13.1,0.0,0.0,27.3,10.2,11.25
01-01-01-01-02-01-09.mp4,Actor_09,3.3,72.7,84.0,0.0,0.1994,130.2546,85.0,16.6,0.0,0.0,29.2,10.3,11.85
01-01-01-01-02-02-09.mp4,Actor_09,3.2,74.9,33.4,18.73,0.2023,136.3872,88.0,8.9,18.73,77.67,20.1,24.62,44.48
01-01-02-01-01-01-09.mp4,Actor_09,3.3,127.1,62.4,18.16,0.1978,158.0554,87.6,15.1,18.16,29.33,30.1,24.97,28.25
01-01-02-01-01-02-09.mp4,Actor_09,3.3,90.8,137.6,36.33,0.1972,145.4599,90.1,14.4,36.33,0.0,40.0,71.4,33.42
01-01-02-01-02-01-09.mp4,Actor_09,3.44,122.2,60.9,17.46,0.2021,160.7486,92.9,20.8,17.46,31.83,44.3,20.48,32.17
01-01-02-01-02-02-09.mp4,Actor_09,3.54,67.9,0.0,16.96,0.1958,151.2262,87.9,11.4,16.96,100.0,36.5,21.97,57.54
01-01-02-02-01-01-09.mp4,Actor_09,3.3,109.0,69.5,36.33,0.2061,126.923,82.1,7.3,36.33,17.5,20.1,66.95,33.12
01-01-02-02-01-02-09.mp4,Actor_09,3.4,88.1,45.0,17.63,0.1968,128.8767,81.8,7.6,17.63,58.33,29.0,23.7,39.14
01-01-01-01-01-01-10.mp4,Actor_10,3.54,84.8,133.5,16.96,0.1989,114.0707,178.7,72.5,16.96,0.0,100.0,20.42,36.12
01-01-01-01-01-02-10.mp4,Actor_10,3.84,78.2,150.0,15.64,0.1989,118.8719,556.1,623.2,15.64,0.0,100.0,16.02,34.8
01-01-01-01-02-01-10.mp4,Actor_10,3.74,80.3,45.0,16.06,0.1979,112.0421,432.4,567.1,16.06,58.33,100.0,17.92,58.71
01-01-01-01-02-02-10.mp4,Actor_10,3.67,81.7,0.0,16.35,0.2003,113.2426,191.7,44.7,16.35,100.0,99.3,17.68,75.09
01-01-02-01-01-01-10.mp4,Actor_10,3.57,100.8,45.0,16.81,0.1949,115.9016,546.7,527.0,16.81,58.33,100.0,21.92,59.91
01-01-02-01-01-02-10.mp4,Actor_10,3.6,83.3,105.5,16.65,0.2008,96.9089,419.6,545.1,16.65,0.0,100.0,18.43,35.53
01-01-02-01-02-01-10.mp4,Actor_10,3.64,66.0,100.1,16.5,0.1945,109.1062,579.5,618.4,16.5,0.0,100.0,21.08,36.33
01-01-02-01-02-02-10.mp4,Actor_10,3.7,97.2,70.8,16.2,0.1914,117.4587,538.1,589.5,16.2,15.33,100.0,21.63,42.62
01-01-02-02-01-01-10.mp4,Actor_10,3.74,80.3,150.0,112.39,0.1914,123.4752,204.6,59.4,112.39,0.0,100.0,74.3,52.29
01-01-02-02-01-02-10.mp4,Actor_10,3.74,64.2,45.0,16.06,0.1973,145.4002,235.2,18.4,16.06,58.33,45.1,18.22,42.33
01-01-01-01-01-01-11.mp4,Actor_11,3.14,76.5,0.0,19.13,0.2079,148.8061,108.7,19.4,19.13,100.0,45.1,23.15,60.48
01-01-01-01-01-02-11.mp4,Actor_11,3.1,77.3,74.6,0.0,0.2097,149.8614,111.0,25.1,0.0,9.0,57.8,5.15,22.49
01-01-01-01-02-01-11.mp4,Actor_11,3.2,131.1,118.0,0.0,0.2086,143.639,108.1,20.8,0.0,0.0,47.6,5.7,15.99
01-01-01-01-02-02-11.mp4,Actor_11,3.17,94.6,66.7,0.0,0.2092,146.3078,104.3,21.8,0.0,22.17,49.0,5.4,25.19
01-01-02-01-01-01-11.mp4,Actor_11,3.27,146.8,33.4,18.35,0.2041,153.4219,102.4,15.7,18.35,77.67,40.8,22.45,50.04
01-01-02-01-01-02-11.mp4,Actor_11,3.34,71.9,150.0,0.0,0.2086,159.6478,98.4,12.6,0.0,0.0,32.3,5.7,11.4
01-01-02-01-02-01-11.mp4,Actor_11,3.34,89.9,100.1,0.0,0.2066,149.1464,101.4,18.6,0.0,0.0,47.1,6.7,16.14
01-01-02-01-02-02-11.mp4,Actor_11,3.67,81.7,85.1,16.35,0.2081,166.663,101.4,12.2,16.35,0.0,40.0,13.78,16.14
01-01-02-02-01-01-11.mp4,Actor_11,3.84,62.5,100.1,0.0,0.2113,150.6139,93.3,15.0,0.0,0.0,37.8,4.35,12.64
01-01-02-02-01-02-11.mp4,Actor_11,3.74,80.3,150.0,0.0,0.2089,154.2695,112.3,11.0,0.0,0.0,40.0,5.55,13.67
01-01-01-01-01-01-12.mp4,Actor_12,3.6,116.6,119.1,16.65,0.1895,109.1899,187.4,58.2,16.65,0.0,93.7,24.08,35.33
01-01-01-01-01-02-12.mp4,Actor_12,3.5,102.8,119.1,17.13,0.1886,107.375,189.4,51.1,17.13,0.0,94.0,26.13,36.04
01-01-01-01-02-01-12.mp4,Actor_12,3.57,117.6,47.2,16.81,0.1887,100.5354,183.1,51.5,16.81,54.67,100.0,25.02,59.37
01-01-01-01-02-02-12.mp4,Actor_12,3.6,83.3,100.1,16.65,0.1887,89.7828,176.3,46.1,16.65,0.0,100.0,24.48,37.34
01-01-02-01-01-01-12.mp4,Actor_12,3.84,125.1,81.7,31.27,0.1881,103.6263,209.7,48.4,31.27,0.0,93.9,73.52,50.23
01-01-02-01-01-02-12.mp4,Actor_12,3.74,48.2,150.0,16.06,0.189,107.9599,170.6,69.4,16.06,0.0,100.0,22.37,36.71
01-01-02-01-02-01-12.mp4,Actor_12,3.74,128.4,57.8,16.06,0.1848,117.7136,190.3,54.8,16.06,37.0,100.0,24.47,52.14
01-01-02-01-02-02-12.mp4,Actor_12,3.64,115.5,72.1,0.0,0.1852,111.105,187.6,51.6,0.0,13.17,100.0,17.4,40.49
01-01-02-02-01-01-12.mp4,Actor_12,3.94,91.4,33.4,30.48,0.1862,119.5782,193.8,50.1,30.48,77.67,88.8,71.83,79.26
01-01-02-02-01-02-12.mp4,Actor_12,3.74,112.4,93.2,32.11,0.1868,100.1184,183.2,59.5,32.11,0.0,98.2,76.6,52.44
01-01-01-01-01-01-13.mp4,Actor_13,3.17,132.5,47.2,37.86,0.2098,133.5298,112.3,18.5,37.86,54.67,39.9,65.1,53.37
01-01-01-01-01-02-13.mp4,Actor_13,3.2,93.7,120.3,18.73,0.2096,129.7976,114.1,18.6,18.73,0.0,39.7,20.97,18.2
01-01-01-01-02-01-13.mp4,Actor_13,3.07,78.2,33.4,39.09,0.2065,128.4995,120.4,23.9,39.09,77.67,55.5,66.75,67.74
01-01-01-01-02-02-13.mp4,Actor_13,3.14,114.8,66.7,19.13,0.2096,134.1374,120.6,22.7,19.13,22.17,55.3,22.3,32.15
01-01-02-01-01-01-13.mp4,Actor_13,3.3,127.1,88.3,18.16,0.2184,134.4179,109.7,19.9,18.16,0.0,42.8,14.67,17.24
01-01-02-01-01-02-13.mp4,Actor_13,3.17,113.6,43.1,0.0,0.2187,121.9049,111.2,19.6,0.0,61.5,45.5,0.65,38.45
01-01-02-01-02-01-13.mp4,Actor_13,3.14,57.4,0.0,0.0,0.2176,112.2427,107.7,11.8,0.0,100.0,36.7,1.2,51.37
01-01-02-01-02-02-13.mp4,Actor_13,2.94,72.0,45.0,20.43,0.2107,112.4849,108.2,16.4,20.43,58.33,42.7,26.08,43.97
01-01-02-02-01-01-13.mp4,Actor_13,3.14,114.8,70.8,38.26,0.208,104.7068,102.7,10.3,38.26,15.33,31.1,66.0,35.26
01-01-02-02-01-02-13.mp4,Actor_13,3.2,112.4,60.9,0.0,0.218,129.5924,107.5,16.0,0.0,31.83,33.1,1.0,22.96
01-01-01-01-01-01-14.mp4,Actor_14,3.44,104.7,103.7,34.92,0.2054,117.1649,187.9,84.0,34.92,0.0,88.9,67.3,46.86
01-01-01-01-01-02-14.mp4,Actor_14,3.3,72.7,66.7,18.16,0.2043,116.444,161.5,75.6,18.16,22.17,98.0,21.72,44.78
01-01-01-01-02-01-14.mp4,Actor_14,3.44,104.7,33.4,34.92,0.2055,117.6313,173.3,92.8,34.92,77.67,98.3,67.25,80.73
01-01-01-01-02-02-14.mp4,Actor_14,3.54,101.8,43.1,33.93,0.2057,121.9544,192.3,90.2,33.93,61.5,95.4,67.15,73.36
01-01-02-01-01-01-14.mp4,Actor_14,3.7,113.4,43.1,48.6,0.1945,106.2533,231.1,82.1,48.6,61.5,85.6,72.75,72.11
01-01-02-01-01-02-14.mp4,Actor_14,3.54,84.8,52.8,33.93,0.1972,92.8263,202.6,62.3,33.93,45.33,89.9,71.4,66.52
01-01-02-01-02-01-14.mp4,Actor_14,3.37,106.8,66.7,35.61,0.1922,100.2446,250.1,42.9,35.61,22.17,89.8,73.9,57.98
01-01-02-01-02-02-14.mp4,Actor_14,3.47,103.7,23.6,17.29,0.1883,93.9664,238.6,31.5,17.29,94.0,67.1,26.82,65.78
01-01-02-02-01-01-14.mp4,Actor_14,3.84,125.1,72.1,46.91,0.2018,121.5777,151.4,43.8,46.91,13.17,85.3,69.1,51.59
01-01-02-02-01-02-14.mp4,Actor_14,3.87,77.5,100.1,31.0,0.1981,109.4485,243.7,45.9,31.0,0.0,94.6,67.62,48.66
01-01-01-01-01-01-15.mp4,Actor_15,3.34,71.9,47.2,0.0,0.2103,117.8306,129.6,31.2,0.0,54.67,67.2,4.85,43.48
01-01-01-01-01-02-15.mp4,Actor_15,3.4,70.5,150.0,0.0,0.2113,119.171,132.7,16.0,0.0,0.0,35.9,4.35,12.08
01-01-01-01-02-01-15.mp4,Actor_15,3.4,70.5,100.1,0.0,0.2111,124.4659,133.6,23.8,0.0,0.0,46.1,4.45,15.16
01-01-01-01-02-02-15.mp4,Actor_15,3.37,71.2,150.0,0.0,0.2101,125.8378,113.4,34.7,0.0,0.0,70.9,4.95,22.75
01-01-02-01-01-01-15.mp4,Actor_15,3.54,67.9,150.0,16.96,0.2178,134.3129,125.9,19.9,16.96,0.0,40.0,10.97,15.29
01-01-02-01-01-02-15.mp4,Actor_15,3.54,67.9,118.0,0.0,0.2147,128.2536,121.5,36.2,0.0,0.0,80.0,2.65,24.8
01-01-02-01-02-01-15.mp4,Actor_15,3.7,64.8,45.0,48.6,0.2187,134.9844,127.4,16.2,48.6,58.33,30.0,60.65,50.53
01-01-02-01-02-02-15.mp4,Actor_15,3.54,101.8,66.7,16.96,0.2185,146.0557,122.0,14.5,16.96,22.17,39.1,10.62,23.78
01-01-02-02-01-01-15.mp4,Actor_15,3.64,66.0,150.0,16.5,0.216,132.4451,128.3,18.2,16.5,0.0,42.0,10.33,15.7
01-01-02-02-01-02-15.mp4,Actor_15,3.77,63.7,150.0,15.91,0.2169,129.3165,112.3,25.5,15.91,0.0,45.1,7.92,15.9
01-01-01-01-01-01-16.mp4,Actor_16,3.74,96.3,57.8,48.17,0.1947,120.7217,177.5,28.6,48.17,37.0,54.7,72.65,53.01
01-01-01-01-01-02-16.mp4,Actor_16,3.74,80.3,100.1,64.22,0.1948,123.6229,193.9,26.3,64.22,0.0,50.5,72.6,36.93
01-01-01-01-02-01-16.mp4,Actor_16,3.6,83.3,66.7,49.95,0.1933,134.2242,168.7,65.2,49.95,22.17,93.3,73.35,58.86
01-01-01-01-02-02-16.mp4,Actor_16,3.57,100.8,85.1,67.22,0.1955,125.4474,194.5,33.6,67.22,0.0,72.4,72.25,43.4
01-01-02-01-01-01-16.mp4,Actor_16,3.7,129.6,52.8,32.4,0.1967,118.734,183.2,23.2,32.4,45.33,38.7,71.65,51.24
01-01-02-01-01-02-16.mp4,Actor_16,3.87,124.0,64.6,93.01,0.1958,136.846,198.5,39.1,93.01,25.67,75.2,72.1,54.46
01-01-02-01-02-01-16.mp4,Actor_16,3.8,78.9,79.4,63.09,0.1926,127.2518,183.9,30.3,63.09,1.0,58.7,73.7,40.12
01-01-02-01-02-02-16.mp4,Actor_16,3.67,114.4,72.1,32.69,0.1889,146.6599,179.2,29.7,32.69,13.17,63.0,75.55,46.83
01-01-02-02-01-01-16.mp4,Actor_16,3.87,77.5,45.0,31.0,0.1973,129.4327,195.3,50.9,31.0,58.33,95.6,68.02,72.42
01-01-02-02-01-02-16.mp4,Actor_16,3.94,76.2,150.0,15.24,0.1975,121.5967,184.3,48.5,15.24,0.0,91.9,15.38,32.19
01-01-01-01-01-01-17.mp4,Actor_17,3.8,94.6,43.1,15.77,0.2012,90.397,100.3,21.8,15.77,61.5,41.8,15.3,41.73
01-01-01-01-01-02-17.mp4,Actor_17,3.47,69.2,66.7,34.58,0.2043,95.2613,109.9,12.0,34.58,22.17,28.9,67.85,37.89
01-01-01-01-02-01-17.mp4,Actor_17,3.47,69.2,66.7,17.29,0.1974,99.9564,110.0,12.6,17.29,22.17,31.1,22.27,24.88
01-01-01-01-02-02-17.mp4,Actor_17,3.44,69.8,66.7,17.46,0.2023,88.6704,497.6,656.3,17.46,22.17,88.7,20.38,41.59
01-01-02-01-01-01-17.mp4,Actor_17,3.47,138.3,69.5,17.29,0.2053,112.9499,116.9,23.0,17.29,17.5,44.8,18.32,25.93
01-01-02-01-01-02-17.mp4,Actor_17,3.5,137.0,27.2,0.0,0.2059,106.6076,102.3,34.3,0.0,88.0,71.9,7.05,58.89
01-01-02-01-02-01-17.mp4,Actor_17,3.7,129.6,85.1,48.6,0.2111,104.6717,97.7,29.7,48.6,0.0,60.5,64.45,37.48
01-01-02-01-02-02-17.mp4,Actor_17,3.74,112.4,88.3,16.06,0.2059,98.9863,113.4,21.9,16.06,0.0,48.6,13.92,18.75
01-01-02-02-01-01-17.mp4,Actor_17,3.84,78.2,45.0,31.27,0.2055,95.0993,106.0,27.0,31.27,58.33,58.6,64.82,60.36
01-01-02-02-01-02-17.mp4,Actor_17,3.57,100.8,150.0,33.61,0.2054,88.3012,96.6,21.5,33.61,0.0,41.1,67.3,32.52
01-01-01-01-01-01-18.mp4,Actor_18,3.47,86.5,45.0,17.29,0.2228,107.5729,177.4,8.0,17.29,58.33,12.2,10.97,30.28
01-01-01-01-01-02-18.mp4,Actor_18,3.54,84.8,118.0,50.89,0.2197,110.4491,178.0,11.1,50.89,0.0,9.9,60.15,21.01
01-01-01-01-02-01-18.mp4,Actor_18,3.47,121.0,66.7,0.0,0.2241,108.0264,182.0,19.4,0.0,22.17,21.5,0.0,15.32
01-01-01-01-02-02-18.mp4,Actor_18,3.47,69.2,127.1,34.58,0.2227,99.0768,173.2,13.1,34.58,0.0,9.2,60.0,20.76
01-01-02-01-01-01-18.mp4,Actor_18,3.47,86.5,85.1,51.87,0.2148,103.248,192.9,26.8,51.87,0.0,39.8,62.6,30.72
01-01-02-01-01-02-18.mp4,Actor_18,3.4,88.1,150.0,17.63,0.2176,102.933,173.3,35.9,17.63,0.0,56.7,13.3,21.0
01-01-02-01-02-01-18.mp4,Actor_18,3.64,66.0,150.0,49.49,0.2143,109.3318,189.8,29.3,49.49,0.0,39.4,62.85,30.67
